item name 2023-09-18 09:00:43,2023-09-18 17:31:36,m/s,℃,6.0,5107,0.08:30:54.6
conditions

Hub No ,HUB01-01CH,HUB01-01CH,HUB01-01CH,HUB01-02CH,HUB01-02CH,HUB01-02CH,HUB01-03CH,HUB01-03CH,HUB01-03CH,HUB01-04CH,HUB01-04CH,HUB01-04CH,HUB01-05CH,HUB01-05CH,HUB01-05CH,HUB01-06CH,HUB01-06CH,HUB01-06CH,HUB01-07CH,HUB01-07CH,HUB01-07CH,HUB01-08CH,HUB01-08CH,HUB01-08CH,HUB01-09CH,HUB01-09CH,HUB01-09CH,HUB01-10CH,HUB01-10CH,HUB01-10CH,HUB01-11CH,HUB01-11CH,HUB01-11CH,HUB01-12CH,HUB01-12CH,HUB01-12CH
Data 4753-0.07:55:18.0 ,0.96,29.80,64.20,1.01,29.90,65.20,1.50,29.80,65.50,1.38,30.00,66.40,0.94,29.60,64.90,0.75,29.80,65.30,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4754-0.07:55:24.0 ,0.97,29.80,64.20,0.69,29.90,65.20,1.11,29.70,65.50,1.21,30.00,66.30,0.91,29.60,64.90,1.10,29.80,65.40,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4755-0.07:55:30.0 ,1.21,29.90,64.10,1.41,29.90,65.20,1.36,29.80,65.50,1.43,30.10,66.30,0.61,29.60,64.90,0.68,29.70,65.30,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4756-0.07:55:36.0 ,0.95,29.80,64.20,0.86,29.80,65.20,1.13,29.80,65.50,1.44,30.00,66.30,1.22,29.60,65.00,0.86,29.80,65.30,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4757-0.07:55:42.0 ,1.04,29.80,64.20,0.85,29.80,65.20,1.32,29.80,65.50,1.01,30.00,66.40,1.24,29.60,65.00,0.77,29.70,65.40,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4758-0.07:55:48.0 ,0.75,29.80,64.20,1.06,29.90,65.20,1.49,29.80,65.40,0.98,30.10,66.40,1.20,29.60,65.00,1.13,29.80,65.40,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4759-0.07:55:54.0 ,0.74,29.80,64.20,0.87,29.90,65.20,1.33,29.70,65.40,1.21,30.00,66.40,1.22,29.60,65.00,0.80,29.80,65.30,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4760-0.07:56:00.0 ,1.07,29.80,64.20,1.47,29.90,65.20,1.61,29.80,65.40,1.22,30.00,66.40,0.99,29.60,65.00,0.93,29.80,65.30,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4761-0.07:56:06.0 ,1.17,29.80,64.20,1.62,29.90,65.20,1.44,29.80,65.40,1.13,30.00,66.40,1.14,29.60,65.00,1.11,29.80,65.30,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4762-0.07:56:12.0 ,1.03,29.80,64.20,1.02,29.90,65.20,1.36,29.80,65.40,1.04,30.00,66.40,1.16,29.60,65.00,1.10,29.80,65.30,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4763-0.07:56:18.0 ,1.16,29.90,64.30,1.37,29.90,65.20,1.60,29.80,65.50,1.26,30.00,66.40,0.90,29.60,65.00,0.97,29.80,65.40,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4764-0.07:56:24.0 ,1.12,29.90,64.30,1.38,29.80,65.20,1.27,29.80,65.50,1.16,30.10,66.50,1.11,29.70,65.00,0.97,29.80,65.40,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4765-0.07:56:30.0 ,1.09,29.80,64.30,1.22,29.90,65.20,1.37,29.80,65.50,0.99,30.00,66.50,1.45,29.70,65.00,1.04,29.90,65.40,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4766-0.07:56:36.0 ,0.92,29.90,64.20,1.17,29.90,65.20,1.40,29.80,65.40,0.96,30.10,66.40,1.30,29.70,65.00,0.70,29.80,65.40,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4767-0.07:56:42.0 ,1.18,29.90,64.30,1.34,29.90,65.20,1.36,29.80,65.50,1.16,30.10,66.50,1.11,29.70,65.00,0.94,29.80,65.40,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4768-0.07:56:48.0 ,0.94,29.90,64.20,1.15,29.90,65.20,1.41,29.80,65.50,1.32,30.10,66.40,1.15,29.70,65.00,0.86,29.90,65.40,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4769-0.07:56:54.0 ,1.07,29.90,64.30,1.08,29.90,65.20,1.51,29.80,65.50,0.98,30.00,66.40,1.38,29.60,65.00,0.83,29.80,65.50,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4770-0.07:57:00.0 ,0.82,29.90,64.30,0.93,29.90,65.30,1.36,29.80,65.50,1.15,30.00,66.40,1.10,29.60,65.10,1.17,29.80,65.50,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4771-0.07:57:06.0 ,1.06,29.90,64.30,0.81,29.90,65.30,1.33,29.80,65.50,1.08,30.00,66.40,1.10,29.60,65.10,0.94,29.80,65.40,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4772-0.07:57:12.0 ,0.79,29.90,64.30,0.95,29.80,65.30,1.17,29.80,65.50,1.19,30.00,66.40,1.18,29.70,65.00,1.08,29.80,65.40,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4773-0.07:57:18.0 ,0.58,29.90,64.30,1.23,29.90,65.30,1.25,29.80,65.50,1.21,30.00,66.40,1.05,29.70,65.00,0.99,29.80,65.40,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4774-0.07:57:24.0 ,0.55,29.80,64.30,1.23,29.90,65.30,1.46,29.80,65.50,1.02,30.00,66.40,1.10,29.70,65.00,1.17,29.90,65.40,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4775-0.07:57:30.0 ,0.75,29.90,64.30,1.22,29.90,65.30,1.22,29.80,65.50,1.27,30.10,66.40,1.25,29.60,65.10,0.84,29.80,65.40,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4776-0.07:57:36.0 ,0.84,29.90,64.30,0.95,29.90,65.30,0.84,29.80,65.50,1.46,30.10,66.40,0.72,29.60,65.10,0.69,29.80,65.40,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4777-0.07:57:42.0 ,0.82,29.80,64.30,1.28,29.90,65.30,1.40,29.80,65.50,1.42,30.10,66.40,1.03,29.60,65.00,1.19,29.80,65.40,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4778-0.07:57:48.0 ,1.01,29.80,64.30,1.03,29.90,65.30,0.84,29.80,65.50,1.35,30.10,66.50,1.39,29.70,65.00,1.23,29.80,65.40,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4779-0.07:57:54.0 ,1.04,29.90,64.30,1.33,29.90,65.30,1.63,29.80,65.50,0.98,30.10,66.50,1.13,29.70,65.00,0.99,29.80,65.40,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4780-0.07:58:00.0 ,1.37,30.00,64.30,0.69,29.90,65.30,1.29,29.80,65.50,1.12,30.10,66.50,1.29,29.70,65.00,0.68,29.70,65.50,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4781-0.07:58:06.0 ,1.20,29.90,64.30,1.33,29.90,65.30,1.65,29.80,65.50,1.17,30.10,66.50,1.28,29.70,65.10,1.14,29.80,65.50,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4782-0.07:58:12.0 ,0.51,29.80,64.30,0.95,29.90,65.30,1.04,29.80,65.60,1.84,30.10,66.50,1.06,29.60,65.10,1.13,29.80,65.50,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4783-0.07:58:18.0 ,0.97,29.90,64.30,1.03,29.90,65.30,0.77,29.80,65.60,1.25,30.10,66.50,1.03,29.70,65.10,0.73,29.80,65.50,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4784-0.07:58:24.0 ,0.60,29.90,64.30,0.65,29.90,65.30,1.61,29.80,65.60,1.37,30.10,66.50,1.13,29.70,65.10,1.15,29.90,65.50,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4785-0.07:58:30.0 ,0.85,29.90,64.30,0.66,29.80,65.30,1.19,29.80,65.50,1.00,30.10,66.50,1.06,29.70,65.10,1.06,29.80,65.50,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4786-0.07:58:36.0 ,0.94,29.80,64.30,1.20,29.90,65.30,1.39,29.80,65.60,1.13,30.10,66.50,0.94,29.70,65.00,0.85,29.90,65.50,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4787-0.07:58:42.0 ,0.99,29.90,64.30,0.83,29.90,65.30,1.35,29.80,65.60,1.43,30.10,66.50,1.05,29.70,65.00,1.16,29.90,65.50,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4788-0.07:58:48.0 ,0.68,29.90,64.30,0.93,29.90,65.30,0.64,29.80,65.60,1.64,30.10,66.50,1.10,29.70,65.00,1.12,29.90,65.50,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4789-0.07:58:54.0 ,0.97,29.90,64.30,0.99,29.90,65.30,1.17,29.80,65.70,1.19,30.10,66.40,1.08,29.70,65.00,1.01,29.90,65.50,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4790-0.07:59:00.0 ,0.85,29.90,64.30,1.38,29.90,65.30,0.75,29.80,65.60,1.42,30.10,66.40,1.23,29.70,65.00,0.87,29.80,65.50,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4791-0.07:59:06.0 ,0.77,29.90,64.30,0.85,29.90,65.30,1.28,29.80,65.60,0.81,30.00,66.50,1.07,29.70,65.00,0.70,29.80,65.50,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4792-0.07:59:12.0 ,1.16,29.90,64.30,1.48,29.90,65.40,0.88,29.80,65.70,1.05,30.00,66.50,1.24,29.70,65.10,0.98,29.80,65.50,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4793-0.07:59:18.0 ,1.05,29.90,64.30,1.16,29.90,65.40,1.19,29.80,65.60,1.22,30.10,66.50,1.37,29.70,65.10,1.03,29.80,65.50,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4794-0.07:59:24.0 ,0.88,29.90,64.30,0.89,29.90,65.40,1.08,29.80,65.70,1.51,30.10,66.50,1.35,29.70,65.10,0.92,29.80,65.60,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4795-0.07:59:30.0 ,0.79,29.90,64.30,1.10,29.90,65.40,1.35,29.80,65.60,1.07,30.10,66.50,0.91,29.70,65.10,1.08,29.80,65.60,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4796-0.07:59:36.0 ,0.90,30.00,64.30,1.33,29.90,65.40,1.17,29.80,65.60,1.53,30.10,66.50,0.92,29.70,65.10,0.92,29.90,65.50,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4797-0.07:59:42.0 ,0.63,29.90,64.30,0.73,29.80,65.40,1.51,29.80,65.60,0.90,30.10,66.60,1.02,29.70,65.10,0.97,29.90,65.50,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4798-0.07:59:48.0 ,1.37,29.90,64.40,0.89,29.80,65.50,1.39,29.80,65.60,1.03,30.10,66.60,1.35,29.80,65.10,0.87,29.90,65.50,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4799-0.07:59:54.0 ,1.03,29.90,64.40,1.11,29.90,65.40,1.34,29.80,65.60,1.26,30.10,66.60,1.12,29.70,65.10,1.05,29.90,65.50,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4800-0.08:00:00.0 ,1.21,29.90,64.40,1.57,30.00,65.40,1.27,29.80,65.60,1.10,30.10,66.50,1.14,29.70,65.10,0.86,29.90,65.60,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4801-0.08:00:06.0 ,1.48,29.90,64.40,0.70,29.90,65.40,0.99,29.90,65.60,1.03,30.10,66.50,0.83,29.70,65.10,0.44,29.80,65.60,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4802-0.08:00:12.0 ,0.92,29.90,64.40,1.26,29.90,65.40,1.04,29.80,65.60,0.88,30.00,66.50,0.73,29.60,65.10,0.38,29.80,65.60,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4803-0.08:00:18.0 ,0.69,29.90,64.40,1.14,30.00,65.40,1.56,29.80,65.60,1.67,30.10,66.50,1.09,29.70,65.10,0.69,29.80,65.60,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4804-0.08:00:24.0 ,1.02,29.90,64.40,0.79,29.90,65.40,1.44,29.80,65.60,1.00,30.10,66.50,1.16,29.70,65.10,1.02,30.00,65.60,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4805-0.08:00:30.0 ,1.02,29.90,64.40,1.11,29.90,65.40,0.93,29.80,65.60,1.25,30.10,66.60,1.18,29.70,65.10,0.83,29.90,65.60,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4806-0.08:00:36.0 ,0.80,29.90,64.40,1.25,29.90,65.40,1.10,29.80,65.60,0.85,30.10,66.60,1.25,29.70,65.20,1.14,29.90,65.60,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4807-0.08:00:42.0 ,1.21,30.00,64.40,1.14,29.90,65.40,1.45,29.90,65.60,1.43,30.20,66.70,1.05,29.70,65.10,0.71,29.90,65.70,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4808-0.08:00:48.0 ,0.73,29.90,64.40,0.98,29.90,65.40,1.49,29.90,65.60,1.18,30.10,66.60,1.16,29.70,65.10,0.93,29.90,65.60,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4809-0.08:00:54.0 ,0.77,29.90,64.40,1.26,29.90,65.50,1.23,29.80,65.60,1.28,30.10,66.60,1.23,29.70,65.10,0.96,29.90,65.60,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4810-0.08:01:00.0 ,0.86,29.90,64.40,1.32,30.00,65.50,1.46,29.80,65.60,1.06,30.10,66.60,0.85,29.70,65.10,1.03,29.90,65.60,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4811-0.08:01:06.0 ,0.60,29.90,64.40,1.02,29.90,65.50,0.80,29.80,65.60,1.57,30.10,66.60,0.96,29.70,65.20,0.77,30.00,65.60,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4812-0.08:01:12.0 ,0.82,30.00,64.40,1.15,29.90,65.50,0.88,29.90,65.60,1.69,30.10,66.60,1.19,29.80,65.20,0.68,29.90,65.60,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4813-0.08:01:18.0 ,0.71,29.90,64.40,1.53,30.00,65.50,1.46,29.90,65.60,1.28,30.10,66.50,1.08,29.70,65.20,1.05,29.90,65.60,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4814-0.08:01:24.0 ,1.04,30.00,64.40,1.15,29.90,65.50,1.39,29.90,65.60,1.17,30.10,66.60,0.96,29.70,65.10,0.80,30.00,65.60,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4815-0.08:01:30.0 ,0.86,29.90,64.40,1.06,30.00,65.50,1.29,29.90,65.60,1.27,30.20,66.60,1.24,29.80,65.10,1.01,30.00,65.60,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4816-0.08:01:36.0 ,0.95,30.00,64.40,0.59,29.90,65.50,1.39,29.90,65.60,1.21,30.10,66.60,1.37,29.80,65.10,1.09,30.00,65.60,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4817-0.08:01:42.0 ,1.07,30.00,64.40,1.07,30.00,65.50,1.27,29.90,65.70,0.83,30.10,66.60,1.24,29.80,65.20,1.06,30.00,65.60,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4818-0.08:01:48.0 ,1.01,30.00,64.40,1.37,30.00,65.50,1.07,29.90,65.70,1.17,30.10,66.60,0.95,29.80,65.20,0.89,29.90,65.60,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4819-0.08:01:54.0 ,1.03,30.00,64.40,0.82,29.90,65.50,1.42,29.90,65.70,1.54,30.10,66.60,1.22,29.80,65.20,1.06,30.00,65.60,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4820-0.08:02:00.0 ,0.76,30.00,64.40,1.14,29.90,65.50,1.39,29.90,65.70,0.91,30.10,66.60,0.86,29.70,65.20,1.20,30.00,65.60,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4821-0.08:02:06.0 ,1.26,30.00,64.40,0.98,30.00,65.50,1.55,29.90,65.70,1.24,30.20,66.60,1.25,29.80,65.20,1.15,30.00,65.60,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4822-0.08:02:12.0 ,0.84,30.00,64.50,0.59,29.90,65.50,1.42,29.90,65.70,1.24,30.20,66.60,1.08,29.80,65.20,0.84,29.90,65.60,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4823-0.08:02:18.0 ,1.27,30.00,64.50,0.71,29.90,65.50,1.41,29.90,65.70,1.41,30.20,66.70,1.38,29.80,65.20,1.23,29.90,65.60,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4824-0.08:02:24.0 ,0.95,30.00,64.40,1.09,29.90,65.50,1.32,29.90,65.70,1.51,30.20,66.60,1.01,29.80,65.20,0.83,30.00,65.60,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4825-0.08:02:30.0 ,1.16,30.00,64.40,0.68,29.90,65.50,1.15,29.90,65.70,1.29,30.20,66.60,1.21,29.80,65.20,1.25,30.00,65.60,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4826-0.08:02:36.0 ,0.98,30.00,64.40,0.85,30.00,65.50,0.60,29.90,65.70,1.15,30.10,66.60,1.25,29.80,65.20,0.97,29.90,65.60,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4827-0.08:02:42.0 ,0.87,30.00,64.40,0.87,29.90,65.50,0.84,29.90,65.70,1.63,30.20,66.60,0.99,29.80,65.20,1.41,30.00,65.60,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4828-0.08:02:48.0 ,0.63,30.00,64.40,1.56,30.00,65.50,1.42,29.90,65.70,1.26,30.10,66.60,1.12,29.80,65.20,1.02,30.00,65.60,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4829-0.08:02:54.0 ,1.31,30.00,64.40,0.77,29.90,65.50,1.69,29.90,65.70,1.73,30.20,66.60,1.56,29.80,65.20,1.49,30.00,65.60,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4830-0.08:03:00.0 ,1.61,30.00,64.40,1.17,29.90,65.50,1.32,29.90,65.70,1.53,30.20,66.70,1.99,29.80,65.20,1.53,29.90,65.60,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4831-0.08:03:06.0 ,1.38,30.00,64.40,1.59,29.90,65.50,1.55,29.90,65.70,1.51,30.10,66.70,1.36,29.80,65.20,1.23,30.00,65.60,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4832-0.08:03:12.0 ,1.03,30.00,64.40,1.48,29.90,65.60,1.63,29.90,65.70,1.67,30.20,66.70,1.14,29.80,65.20,0.95,29.90,65.60,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4833-0.08:03:18.0 ,1.21,30.00,64.40,0.93,29.90,65.50,1.72,30.00,65.70,1.84,30.20,66.70,1.24,29.80,65.20,1.45,29.90,65.60,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4834-0.08:03:24.0 ,1.45,30.00,64.40,1.01,29.90,65.50,1.56,30.00,65.70,1.63,30.10,66.70,1.16,29.80,65.20,0.82,29.90,65.60,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4835-0.08:03:30.0 ,0.92,30.00,64.40,1.86,30.00,65.50,1.81,29.90,65.70,1.22,30.20,66.70,1.76,29.80,65.20,1.42,29.90,65.60,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4836-0.08:03:36.0 ,1.16,30.00,64.40,1.44,29.90,65.60,1.68,29.90,65.70,1.67,30.20,66.70,1.43,29.80,65.20,1.49,30.00,65.60,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4837-0.08:03:42.0 ,1.23,30.00,64.40,1.43,30.00,65.60,1.97,29.90,65.70,1.50,30.20,66.70,1.45,29.80,65.20,1.34,30.00,65.60,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4838-0.08:03:48.0 ,1.77,30.00,64.40,1.40,30.00,65.60,1.57,29.90,65.70,1.41,30.10,66.70,1.47,29.80,65.20,1.49,30.00,65.60,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4839-0.08:03:54.0 ,1.01,30.00,64.40,1.19,30.00,65.60,1.95,30.00,65.80,1.67,30.20,66.70,1.62,29.80,65.20,1.34,29.90,65.60,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4840-0.08:04:00.0 ,0.87,30.00,64.40,1.26,29.90,65.60,1.77,30.00,65.80,1.73,30.10,66.70,1.75,29.80,65.20,1.48,30.00,65.60,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4841-0.08:04:06.0 ,0.77,30.00,64.50,1.63,30.00,65.60,1.24,29.90,65.80,1.55,30.10,66.70,1.57,29.80,65.20,1.18,30.00,65.60,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4842-0.08:04:12.0 ,1.01,30.00,64.50,1.74,30.10,65.50,1.71,29.90,65.80,1.84,30.20,66.70,1.30,29.80,65.20,0.85,29.90,65.60,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4843-0.08:04:18.0 ,1.13,30.00,64.50,2.22,30.00,65.50,1.46,29.90,65.80,1.50,30.10,66.70,1.38,29.80,65.20,1.24,29.90,65.60,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4844-0.08:04:24.0 ,0.96,30.00,64.50,1.04,30.00,65.60,1.93,30.00,65.80,1.77,30.10,66.70,1.69,29.80,65.20,1.11,29.90,65.60,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4845-0.08:04:30.0 ,0.87,30.00,64.40,0.95,29.90,65.60,1.58,29.90,65.80,1.99,30.20,66.70,1.20,29.80,65.20,1.24,29.80,65.70,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4846-0.08:04:36.0 ,1.09,30.00,64.40,1.20,29.90,65.60,1.56,29.90,65.80,1.55,30.10,66.70,1.40,29.80,65.20,0.98,29.90,65.70,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4847-0.08:04:42.0 ,0.83,30.00,64.50,1.10,30.00,65.60,1.35,29.90,65.90,1.46,30.10,66.70,1.23,29.80,65.20,1.21,29.90,65.70,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4848-0.08:04:48.0 ,1.19,30.00,64.50,1.34,30.00,65.60,1.10,29.90,65.80,1.03,30.10,66.70,1.16,29.80,65.20,0.82,30.00,65.70,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4849-0.08:04:54.0 ,1.07,30.00,64.50,1.19,29.90,65.50,1.40,29.90,65.80,1.90,30.20,66.80,1.20,29.80,65.20,0.76,29.90,65.70,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4850-0.08:05:00.0 ,0.90,30.00,64.50,1.47,30.00,65.50,1.22,29.90,65.80,1.03,30.10,66.70,0.96,29.80,65.20,0.82,29.90,65.70,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4851-0.08:05:06.0 ,1.25,30.00,64.50,1.18,30.00,65.60,1.75,30.00,65.80,1.54,30.20,66.70,1.36,29.80,65.20,0.98,30.00,65.70,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4852-0.08:05:12.0 ,1.37,30.00,64.50,1.68,30.00,65.60,1.35,30.00,65.80,1.34,30.20,66.70,1.11,29.80,65.30,1.28,29.90,65.70,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4853-0.08:05:18.0 ,0.85,30.00,64.50,0.93,29.90,65.60,1.91,30.00,65.80,1.55,30.20,66.70,1.03,29.80,65.30,1.22,30.00,65.70,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4854-0.08:05:24.0 ,1.16,30.00,64.50,0.82,29.90,65.60,1.39,30.00,65.80,1.83,30.20,66.70,1.03,29.80,65.20,0.73,29.90,65.70,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4855-0.08:05:30.0 ,1.00,30.00,64.60,1.30,30.00,65.60,1.49,30.00,65.80,0.99,30.20,66.70,1.16,29.80,65.20,1.12,29.90,65.70,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4856-0.08:05:36.0 ,1.06,30.10,64.60,0.85,30.00,65.60,1.77,30.00,65.80,1.31,30.20,66.70,1.41,29.80,65.30,1.37,30.00,65.70,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4857-0.08:05:42.0 ,1.23,30.00,64.50,1.36,30.00,65.60,1.39,30.00,65.70,0.96,30.30,66.70,1.06,29.80,65.30,1.13,30.00,65.70,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4858-0.08:05:48.0 ,0.60,30.00,64.50,1.50,30.00,65.70,1.40,30.00,65.70,1.79,30.20,66.80,1.49,29.80,65.30,1.43,30.00,65.70,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4859-0.08:05:54.0 ,1.21,30.10,64.50,1.20,30.10,65.60,1.67,30.00,65.70,1.23,30.20,66.80,1.12,29.80,65.30,1.03,30.00,65.70,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Data 4860-0.08:06:00.0 ,1.26,30.00,64.50,0.94,30.00,65.60,1.21,30.00,65.80,1.31,30.30,66.70,1.58,29.90,65.20,1.33,30.00,65.70,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
